Category,Language,Aspect_Adj,Count
Unknown,German,wirtschaft___gekennzeichnet,1
Unknown,German,wirtschaft___doktorandenstell,1
Unknown,German,wirtschaft___hardwareschnittstell,1
Unknown,German,wirtschaft___interdependent,1
Unknown,German,wirtschaft___intendiert,1
Unknown,German,wirtschaft___hoch,1
Unknown,German,wirtschaft___hinterhältig,1
Unknown,German,wirtschaft___hilfskraft,1
Unknown,German,wirtschaft___heuchlerei,1
Unknown,German,wirtschaft___gut,1
Unknown,German,wirtschaft___gekriegt,1
Unknown,German,wirtschaft___größtmöglich,1
Unknown,German,wirtschaft___groß,1
Unknown,German,wirtschaft___gewöhnt,1
Unknown,German,wirtschaft___gesponnen,1
Unknown,German,wirtschaft___gend,1
Unknown,German,wirtschaft___genannt,1
Unknown,German,wirtschaft___doppelt,1
Unknown,German,wirtschaft___doktoranden,1
Unknown,German,vertrag___voll,1
Unknown,German,vertrag___zeitlich,1
Unknown,German,wirtschaft___absahnend,1
Unknown,German,vertrag___übel,1
Unknown,German,vertrag___ökonomisch,1
Unknown,German,vertrag___zügig,1
Unknown,German,vertrag___zwingend,1
Unknown,German,vertrag___zugehörig,1
Unknown,German,vertrag___wohlmeinend,1
Unknown,German,wirtschaft___aktuell,1
Unknown,German,vertrag___wissenschaftsunterstützend,1
Unknown,German,vertrag___weis,1
Unknown,German,vertrag___weiblich,1
Unknown,German,vertrag___wahlalt,1
Unknown,German,vertrag___vorzeitig,1
Unknown,German,vertrag___vorstellbar,1
Unknown,German,wirtschaft___akademisch,1
Unknown,German,wirtschaft___arbeitslos,1
Unknown,German,wirtschaft___deutlich,1
Unknown,German,wirtschaft___billig,1
Unknown,German,wirtschaft___desillusioniert,1
Unknown,German,wirtschaft___definitiv,1
Unknown,German,wirtschaft___dauerstell,1
Unknown,German,wirtschaft___brotlos,1
Unknown,German,wirtschaft___brillant,1
Unknown,German,wirtschaft___blöd,1
Unknown,German,wirtschaft___beteiligt,1
Unknown,German,wirtschaft___attraktiv,1
Unknown,German,wirtschaft___befristubg,1
Unknown,German,wirtschaft___außeruniversitär,1
Unknown,German,wirtschaft___ausländisch,1
Unknown,German,wirtschaft___ausgebeutet,1
Unknown,German,wirtschaft___ausbildungsstätt,1
Unknown,German,wirtschaft___aufrichtig,1
Unknown,German,vertrag___krücken,1
Unknown,German,vertrag___kreditwürdig,1
Unknown,German,vertrag___krawattenkasp,1
Unknown,German,vertrag___angesehen,1
Unknown,German,vertrag___auslandsaufenthalt,1
Unknown,German,vertrag___ausgestattet,1
Unknown,German,vertrag___ausgebeutet,1
Unknown,German,vertrag___atypisch,1
Unknown,German,vertrag___arbeitssuchend,1
Unknown,German,vertrag___anschlussmöglichkeit,1
Unknown,German,vertrag___angemessen,1
Unknown,German,vertrag___beamtenähnlich,1
Unknown,German,vertrag___amerikanisch,1
Unknown,German,vertrag___alleinerziehend,1
Unknown,German,vertrag___alleinerzieh,1
Unknown,German,vertrag___administrativ,1
Unknown,German,vertrag___achtelstell,1
Unknown,German,universität___überflüssig,1
Unknown,German,vertrag___auslaufend,1
Unknown,German,vertrag___berühmt,1
Unknown,German,universität___öffentlich,1
Unknown,German,vertrag___cool,1
Unknown,German,vertrag___desillusioniert,1
Unknown,German,vertrag___depressiv,1
Unknown,German,vertrag___dementsprechend,1
Unknown,German,vertrag___definitiv,1
Unknown,German,vertrag___dauerstell,1
Unknown,German,vertrag___dauernd,1
Unknown,German,vertrag___career,1
Unknown,German,vertrag___beschäftigt,1
Unknown,German,vertrag___böse,1
Unknown,German,vertrag___bullshit,1
Unknown,German,vertrag___brotlos,1
Unknown,German,vertrag___beweggründ,1
Unknown,German,vertrag___betroffen,1
Unknown,German,vertrag___besetzt,1
Unknown,German,universität___österreichisch,1
Unknown,German,universität___äußer,1
Unknown,German,vertrag___dienstlich,1
Unknown,German,universität___teilweise,1
Unknown,German,universität___unerfahren,1
Unknown,German,universität___undankbar,1
Unknown,German,universität___umrandet,1
Unknown,German,universität___umfangreich,1
Unknown,German,universität___tiefgreifend,1
Unknown,German,universität___tibetanisch,1
Unknown,German,universität___strukturell,1
Unknown,German,universität___untwürdigend,1
Unknown,German,universität___stiftungsprofessur,1
Unknown,German,universität___stetig,1
Unknown,German,universität___standardmäßig,1
Unknown,German,universität___staatlich,1
Unknown,German,universität___spielerei,1
Unknown,German,universität___speziell,1
Unknown,German,universität___universitär,1
Unknown,German,universität___ursprünglich,1
Unknown,German,universität___zynisch,1
Unknown,German,universität___wert,1
Unknown,German,universität___zugehörig,1
Unknown,German,universität___zeitlich,1
Unknown,German,universität___wisszeitvg,1
Unknown,German,universität___wissenschaftsfeindlich,1
Unknown,German,universität___wirkungslos,1
Unknown,German,universität___wirklich,1
Unknown,German,universität___vorhanden,1
Unknown,German,universität___verbunden,1
Unknown,German,universität___voll,1
Unknown,German,universität___verwenden,1
Unknown,German,universität___verwandt,1
Unknown,German,universität___versprechend,1
Unknown,German,universität___verlässlich,1
Unknown,German,universität___verbündet,1
Unknown,German,vertrag___deutsch,1
Unknown,German,vertrag___divers,1
Unknown,German,vertrag___korrigieren,1
Unknown,German,vertrag___genderwissenschaftl,1
Unknown,German,vertrag___gesetzt,1
Unknown,German,vertrag___gesamtdau,1
Unknown,German,vertrag___gesamt,1
Unknown,German,vertrag___geregelt,1
Unknown,German,vertrag___geprägt,1
Unknown,German,vertrag___geplant,1
Unknown,German,vertrag___genau,1
Unknown,German,vertrag___glücklich,1
Unknown,German,vertrag___genannt,1
Unknown,German,vertrag___gemeint,1
Unknown,German,vertrag___gekündigt,1
Unknown,German,vertrag___gekehrt,1
Unknown,German,vertrag___geistig,1
Unknown,German,vertrag___gegenseitig,1
Unknown,German,vertrag___gezielt,1
Unknown,German,vertrag___großzügig,1
Unknown,German,vertrag___gefangen,1
Unknown,German,vertrag___jahrelang,1
Unknown,German,vertrag___komplett,1
Unknown,German,vertrag___kettenverträg,1
Unknown,German,vertrag___kettenkurzzeitverträge,1
Unknown,German,vertrag___kaputt,1
Unknown,German,vertrag___jugendlich,1
Unknown,German,vertrag___jetzig,1
Unknown,German,vertrag___international,1
Unknown,German,vertrag___habilitiert,1
Unknown,German,vertrag___interessant,1
Unknown,German,vertrag___intellektuell,1
Unknown,German,vertrag___immens,1
Unknown,German,vertrag___hälftig,1
Unknown,German,vertrag___hochschulprof,1
Unknown,German,vertrag___hochkarätig,1
Unknown,German,vertrag___gefühlt,1
Unknown,German,vertrag___fünft,1
Unknown,German,vertrag___doktorandinnen,1
Unknown,German,vertrag___eigenwillig,1
Unknown,German,vertrag___erschwert,1
Unknown,German,vertrag___erneut,1
Unknown,German,vertrag___ergriffen,1
Unknown,German,vertrag___entscheidend,1
Unknown,German,vertrag___entfristet,1
Unknown,German,vertrag___empirisch,1
Unknown,German,vertrag___ehrenamtlich,1
Unknown,German,vertrag___erstrebenswert,1
Unknown,German,vertrag___ehemalig,1
Unknown,German,vertrag___echt,1
Unknown,German,vertrag___durchgehangelt,1
Unknown,German,vertrag___dual,1
Unknown,German,vertrag___drittmittelstell,1
Unknown,German,vertrag___dringlich,1
Unknown,German,vertrag___erstbest,1
Unknown,German,vertrag___eurozentristisch,1
Unknown,German,vertrag___funfact,1
Unknown,German,vertrag___frei,1
Unknown,German,vertrag___früh,1
Unknown,German,vertrag___fristlos,1
Unknown,German,vertrag___frischgebacken,1
Unknown,German,vertrag___freudig,1
Unknown,German,vertrag___fremd,1
Unknown,German,vertrag___freiberuflich,1
Unknown,German,vertrag___forsch,1
Unknown,German,vertrag___ewig,1
Unknown,German,vertrag___fit,1
Unknown,German,vertrag___fies,1
Unknown,German,vertrag___faul,1
Unknown,German,vertrag___falsch,1
Unknown,German,vertrag___existentiell,1
Unknown,German,vertrag___exakt,1
Unknown,German,uni___mittelbauvertret,1
Unknown,German,uni___missbräuchlich,1
Unknown,German,person___abschlussdokument,1
Unknown,German,thema___landesparlament,1
Unknown,German,tag___unglaublich,1
Unknown,German,tag___unglaubl,1
Unknown,German,tag___unabdingbar,1
Unknown,German,tag___täglich,1
Unknown,German,tag___theoretisch,1
Unknown,German,tag___super,1
Unknown,German,tag___substanziell,1
Unknown,German,tag___studieren,1
Unknown,German,tag___strukturell,1
Unknown,German,tag___streikfähig,1
Unknown,German,tag___strategisch,1
Unknown,German,tag___stellig,1
Unknown,German,tag___spät,1
Unknown,German,tag___spannend,1
Unknown,German,tag___solidarisch,1
Unknown,German,tag___unterschrieben,1
Unknown,German,tag___unzufrieden,1
Unknown,German,tag___verankert,1
Unknown,German,tag___wahrscheinlich,1
Unknown,German,thema___absurd,1
Unknown,German,thema___absolut,1
Unknown,German,thema___abgeschlossen,1
Unknown,German,tag___ökologisch,1
Unknown,German,tag___wütend,1
Unknown,German,tag___wichtig,1
Unknown,German,tag___vorläufig,1
Unknown,German,tag___verbeamtet,1
Unknown,German,tag___vorletzt,1
Unknown,German,tag___vollkommen,1
Unknown,German,tag___versicherungspflichtig,1
Unknown,German,tag___verloren,1
Unknown,German,tag___vergangen,1
Unknown,German,tag___verdammt,1
Unknown,German,tag___sinnvoll,1
Unknown,German,tag___schädlich,1
Unknown,German,tag___schuld,1
Unknown,German,tag___klug,1
Unknown,German,tag___nah,1
Unknown,German,tag___nachholklausur,1
Unknown,German,tag___mehrfach,1
Unknown,German,tag___leise,1
Unknown,German,tag___laufend,1
Unknown,German,tag___knapp,1
Unknown,German,tag___katzenbauchflausch,1
Unknown,German,tag___obligatorisch,1
Unknown,German,tag___kaputt,1
Unknown,German,tag___interessant,1
Unknown,German,tag___intensiv,1
Unknown,German,tag___hotelgenerv,1
Unknown,German,tag___herzlich,1
Unknown,German,tag___heftig,1
Unknown,German,tag___nett,1
Unknown,German,tag___offenbar,1
Unknown,German,tag___schlimm,1
Unknown,German,tag___promoviert,1
Unknown,German,tag___schade,1
Unknown,German,tag___restmonat,1
Unknown,German,tag___renommiert,1
Unknown,German,tag___rein,1
Unknown,German,tag___rasant,1
Unknown,German,tag___rangeholt,1
Unknown,German,tag___promotionsstell,1
Unknown,German,tag___offiziell,1
Unknown,German,tag___promotionsend,1
Unknown,German,tag___privat,1
Unknown,German,tag___positiv,1
Unknown,German,tag___planbarkeit,1
Unknown,German,tag___parallel,1
Unknown,German,tag___pandemiesemest,1
Unknown,German,thema___alleinerziehend,1
Unknown,German,thema___allerwenigst,1
Unknown,German,thema___allgegenwärtig,1
Unknown,German,thema___festangestellt,1
Unknown,German,thema___gewerkschaftlich,1
Unknown,German,thema___gendergerecht,1
Unknown,German,thema___gelassen,1
Unknown,German,thema___geisteswissenschaft,1
Unknown,German,thema___geeignet,1
Unknown,German,thema___flach,1
Unknown,German,thema___fehlend,1
Unknown,German,thema___hauptverdienend,1
Unknown,German,thema___fachverbänd,1
Unknown,German,thema___ewig,1
Unknown,German,thema___erstaunlich,1
Unknown,German,thema___ermutigend,1
Unknown,German,thema___erfolgreich,1
Unknown,German,thema___enorm,1
Unknown,German,thema___grün,1
Unknown,German,thema___hierarchisch,1
Unknown,German,thema___elementar,1
Unknown,German,thema___kommunal,1
Unknown,German,thema___kurzweilig,1
Unknown,German,thema___kurz,1
Unknown,German,thema___kulturwissenschaft,1
Unknown,German,thema___kriminell,1
Unknown,German,thema___krank,1
Unknown,German,thema___kontrovers,1
Unknown,German,thema___kapitalistisch,1
Unknown,German,thema___hoch,1
Unknown,German,thema___intersektional,1
Unknown,German,thema___interessiert,1
Unknown,German,thema___innsbrucker,1
Unknown,German,thema___innovativ,1
Unknown,German,thema___höchstbeschäftigungsdau,1
Unknown,German,thema___humorvoll,1
Unknown,German,thema___englischsprachig,1
Unknown,German,thema___einzeln,1
Unknown,German,thema___angemessen,1
Unknown,German,thema___befristungen,1
Unknown,German,thema___blendend,1
Unknown,German,thema___bildungsaufsteigend,1
Unknown,German,thema___besonder,1
Unknown,German,thema___beschreibend,1
Unknown,German,thema___beruflich,1
Unknown,German,thema___beispielhaft,1
Unknown,German,thema___befasst,1
Unknown,German,thema___chronisch,1
Unknown,German,thema___baff,1
Unknown,German,thema___ausführlich,1
Unknown,German,thema___aufregend,1
Unknown,German,thema___aufmerksam,1
Unknown,German,thema___arbeitslos,1
Unknown,German,thema___arbeitend,1
Unknown,German,thema___blöd,1
Unknown,German,thema___cool,1
Unknown,German,thema___eingeordnet,1
Unknown,German,thema___dozierend,1
Unknown,German,thema___einfluss,1
Unknown,German,thema___eindrucksvoll,1
Unknown,German,thema___eindimensional,1
Unknown,German,thema___ehrenamtlich,1
Unknown,German,thema___drittmittelstell,1
Unknown,German,thema___dringend,1
Unknown,German,thema___doppelmoral,1
Unknown,German,thema___definitiv,1
Unknown,German,thema___doktorväter,1
Unknown,German,thema___diskreditiert,1
Unknown,German,thema___detailliert,1
Unknown,German,thema___deprimierend,1
Unknown,German,thema___depressiv,1
Unknown,German,thema___delegieren,1
Unknown,German,tag___gut,1
Unknown,German,tag___grundständig,1
Unknown,German,tag___grundschullehr,1
Unknown,German,system___unbestritten,1
Unknown,German,system___unterbesetzt,1
Unknown,German,system___unsicher,1
Unknown,German,system___unliebsam,1
Unknown,German,system___unfassbar,1
Unknown,German,system___unentgeltlich,1
Unknown,German,system___undurchlässig,1
Unknown,German,system___unauffällig,1
Unknown,German,system___unterstützungswürdig,1
Unknown,German,system___unattraktiv,1
Unknown,German,system___umfassend,1
Unknown,German,system___typisch,1
Unknown,German,system___tutorenkonzept,1
Unknown,German,system___toxisch,1
Unknown,German,system___tortur,1
Unknown,German,system___unterbezahlt,1
Unknown,German,system___unzufrieden,1
Unknown,German,system___teuer,1
Unknown,German,system___verwenden,1
Unknown,German,system___vormalig,1
Unknown,German,system___vorerkrankungen,1
Unknown,German,system___vollkommen,1
Unknown,German,system___vllt,1
Unknown,German,system___verächtlich,1
Unknown,German,system___verwundert,1
Unknown,German,system___verstärkt,1
Unknown,German,system___unzureichend,1
Unknown,German,system___verstetigt,1
Unknown,German,system___versteckt,1
Unknown,German,system___verlässlich,1
Unknown,German,system___verhalten,1
Unknown,German,system___verbracht,1
Unknown,German,system___unzählig,1
Unknown,German,system___toll,1
Unknown,German,system___tenur,1
Unknown,German,system___weltweit,1
Unknown,German,system___relativ,1
Unknown,German,system___schräg,1
Unknown,German,system___schief,1
Unknown,German,system___schade,1
Unknown,German,system___satt,1
Unknown,German,system___ruhig,1
Unknown,German,system___reproduzierend,1
Unknown,German,system___rein,1
Unknown,German,system___selbstbestimmt,1
Unknown,German,system___reibungslos,1
Unknown,German,system___rechtlich,1
Unknown,German,system___realistisch,1
Unknown,German,system___rausgekommen,1
Unknown,German,system___punkt,1
Unknown,German,system___psychisch,1
Unknown,German,system___schwierig,1
Unknown,German,system___selbstläufer,1
Unknown,German,system___temporär,1
Unknown,German,system___streikfähig,1
Unknown,German,system___taub,1
Unknown,German,system___talentiert,1
Unknown,German,system___sympathisch,1
Unknown,German,system___super,1
Unknown,German,system___subjektiv,1
Unknown,German,system___ständig,1
Unknown,German,system___sterbend,1
Unknown,German,system___sicher,1
Unknown,German,system___stark,1
Unknown,German,system___standhaftigkeit,1
Unknown,German,system___staatlich,1
Unknown,German,system___spürbar,1
Unknown,German,system___sinnvoll,1
Unknown,German,system___sinnfrei,1
Unknown,German,system___wahrgenommen,1
Unknown,German,system___wert,1
Unknown,German,tag___groß,1
Unknown,German,tag___detailliert,1
Unknown,German,tag___enttäuscht,1
Unknown,German,tag___entfristungen,1
Unknown,German,tag___einzig,1
Unknown,German,tag___eingereicht,1
Unknown,German,tag___durchgearbeitet,1
Unknown,German,tag___didaktisch,1
Unknown,German,tag___deprimierend,1
Unknown,German,tag___existenzänst,1
Unknown,German,tag___definitiv,1
Unknown,German,tag___bundesweit,1
Unknown,German,tag___brutal,1
Unknown,German,tag___breit,1
Unknown,German,tag___blau,1
Unknown,German,tag___bittersweet,1
Unknown,German,tag___exakt,1
Unknown,German,tag___feindlich,1
Unknown,German,tag___betreten,1
Unknown,German,tag___geisteswissenschaft,1
Unknown,German,tag___granger,1
Unknown,German,tag___getraut,1
Unknown,German,tag___gesperrt,1
Unknown,German,tag___gesetzlich,1
Unknown,German,tag___geschrieben,1
Unknown,German,tag___gemeinsam,1
Unknown,German,tag___gefreut,1
Unknown,German,tag___fest,1
Unknown,German,tag___gefragt,1
Unknown,German,tag___gedrückt,1
Unknown,German,tag___fundiert,1
Unknown,German,tag___froh,1
Unknown,German,tag___frischgebacken,1
Unknown,German,tag___frei,1
Unknown,German,tag___betreuen,1
Unknown,German,tag___berliner,1
Unknown,German,system___wertschätzt,1
Unknown,German,system___zig,1
Unknown,German,system___überflieger,1
Unknown,German,system___überdurchschnittlich,1
Unknown,German,system___zweit,1
Unknown,German,system___zusätzlich,1
Unknown,German,system___zugänglich,1
Unknown,German,system___zufällig,1
Unknown,German,system___zielführend,1
Unknown,German,system___überfällig,1
Unknown,German,system___wissentlich,1
Unknown,German,system___wissend,1
Unknown,German,system___willkommenskultur,1
Unknown,German,system___wiederholt,1
Unknown,German,system___widersinnig,1
Unknown,German,system___wesentlich,1
Unknown,German,system___überflüssig,1
Unknown,German,tag___abrufbar,1
Unknown,German,tag___berlhg,1
Unknown,German,tag___arbeitsfrei,1
Unknown,German,tag___begrifflichkeit,1
Unknown,German,tag___begabt,1
Unknown,German,tag___befürchtet,1
Unknown,German,tag___bedingt,1
Unknown,German,tag___bachelorarbeit,1
Unknown,German,tag___attraktiv,1
Unknown,German,tag___ansteckend,1
Unknown,German,tag___abweichend,1
Unknown,German,tag___angewiesen,1
Unknown,German,tag___akademisch,1
Unknown,German,tag___adipös,1
Unknown,German,tag___acht,1
Unknown,German,tag___academisch,1
Unknown,German,tag___abwertend,1
Unknown,German,thema___künstlich,1
Unknown,German,thema___lehrend,1
Unknown,German,uni___minimal,1
Unknown,German,thema___liebend,1
Unknown,German,uni___gedammelt,1
Unknown,German,uni___fröhlich,1
Unknown,German,uni___frustriert,1
Unknown,German,uni___frei,1
Unknown,German,uni___forschend,1
Unknown,German,uni___feudalsyst,1
Unknown,German,uni___festangestellt,1
Unknown,German,uni___fehlend,1
Unknown,German,uni___faszinierend,1
Unknown,German,uni___familienfreundlich,1
Unknown,German,uni___fair,1
Unknown,German,uni___fachlich,1
Unknown,German,uni___exportieren,1
Unknown,German,uni___existenzsichernd,1
Unknown,German,uni___eventuell,1
Unknown,German,uni___gefangen,1
Unknown,German,uni___geforscht,1
Unknown,German,uni___gefragt,1
Unknown,German,uni___geltend,1
Unknown,German,uni___gesellschaftlich,1
Unknown,German,uni___gering,1
Unknown,German,uni___gerecht,1
Unknown,German,uni___geplant,1
Unknown,German,uni___generiert,1
Unknown,German,uni___gemeint,1
Unknown,German,uni___gelistet,1
Unknown,German,uni___gefördert,1
Unknown,German,uni___gelegentlich,1
Unknown,German,uni___gekündigt,1
Unknown,German,uni___geisteswissenschaft,1
Unknown,German,uni___geil,1
Unknown,German,uni___geglaubt,1
Unknown,German,uni___gegenläufig,1
Unknown,German,uni___erwiesen,1
Unknown,German,uni___erstaunlich,1
Unknown,German,uni___ersetzbar,1
Unknown,German,uni___dämlich,1
Unknown,German,uni___einfach,1
Unknown,German,uni___ehrpusselig,1
Unknown,German,uni___ehrlich,1
Unknown,German,uni___ehrenrührig,1
Unknown,German,uni___ehemalig,1
Unknown,German,uni___dünn,1
Unknown,German,uni___dystopisch,1
Unknown,German,uni___eintrittsalt,1
Unknown,German,uni___durchgespielt,1
Unknown,German,uni___dreist,1
Unknown,German,uni___doktorvat,1
Unknown,German,uni___doktormutt,1
Unknown,German,uni___divers,1
Unknown,German,uni___digitalzeitalt,1
Unknown,German,uni___eingezogen,1
Unknown,German,uni___elektronisch,1
Unknown,German,uni___erschreckend,1
Unknown,German,uni___entfrist,1
Unknown,German,uni___erpressbar,1
Unknown,German,uni___ermüdend,1
Unknown,German,uni___erfolgreich,1
Unknown,German,uni___entschieden,1
Unknown,German,uni___entlern,1
Unknown,German,uni___entfristungsinitiativ,1
Unknown,German,uni___englisch,1
Unknown,German,uni___elend,1
Unknown,German,uni___endgültig,1
Unknown,German,uni___enddreißig,1
Unknown,German,uni___emsig,1
Unknown,German,uni___employ,1
Unknown,German,uni___empirisch,1
Unknown,German,uni___elternzeit,1
Unknown,German,uni___gesetzlich,1
Unknown,German,uni___gespannt,1
Unknown,German,uni___gestellt,1
Unknown,German,uni___komplett,1
Unknown,German,uni___kritisch,1
Unknown,German,uni___kreativ,1
Unknown,German,uni___krass,1
Unknown,German,uni___konstruktiv,1
Unknown,German,uni___konsequent,1
Unknown,German,uni___konfrontiert,1
Unknown,German,uni___kommend,1
Unknown,German,uni___lahmgelegt,1
Unknown,German,uni___kognitiv,1
Unknown,German,uni___knallhart,1
Unknown,German,uni___klug,1
Unknown,German,uni___kinderwunsch,1
Unknown,German,uni___kettenarbeitsverträg,1
Unknown,German,uni___karriereförderlich,1
Unknown,German,uni___künstlich,1
Unknown,German,uni___landesparlament,1
Unknown,German,uni___kaltschnäuzig,1
Unknown,German,uni___magenschmerz,1
Unknown,German,uni___menschenfeindlich,1
Unknown,German,uni___mehrheitlich,1
Unknown,German,uni___maßgeblich,1
Unknown,German,uni___massiv,1
Unknown,German,uni___marktliberal,1
Unknown,German,uni___marginal,1
Unknown,German,uni___luftfilt,1
Unknown,German,uni___lateinkurse,1
Unknown,German,uni___londoner,1
Unknown,German,uni___lokal,1
Unknown,German,uni___literarisch,1
Unknown,German,uni___liberal,1
Unknown,German,uni___lehraufträg,1
Unknown,German,uni___laufend,1
Unknown,German,uni___kaputt,1
Unknown,German,uni___kalt,1
Unknown,German,uni___gestuft,1
Unknown,German,uni___hart,1
Unknown,German,uni___heuchlerei,1
Unknown,German,uni___hervorragend,1
Unknown,German,uni___herrschend,1
Unknown,German,uni___hell,1
Unknown,German,uni___heimlich,1
Unknown,German,uni___headcount,1
Unknown,German,uni___haert,1
Unknown,German,uni___historisch,1
Unknown,German,uni___habilitiert,1
Unknown,German,uni___günstig,1
Unknown,German,uni___gutgläubig,1
Unknown,German,uni___grob,1
Unknown,German,uni___getwittert,1
Unknown,German,uni___geteilt,1
Unknown,German,uni___hilfskräft,1
Unknown,German,uni___hochausgebildet,1
Unknown,German,uni___jeweilig,1
Unknown,German,uni___inkompatibel,1
Unknown,German,uni___jahrelang,1
Unknown,German,uni___irritiert,1
Unknown,German,uni___intrinsisch,1
Unknown,German,uni___interessieren,1
Unknown,German,uni___institutionell,1
Unknown,German,uni___innovativ,1
Unknown,German,uni___inhaltlich,1
Unknown,German,uni___hochschul,1
Unknown,German,uni___informiert,1
Unknown,German,uni___informell,1
Unknown,German,uni___immens,1
Unknown,German,uni___illusorisch,1
Unknown,German,uni___hörbar,1
Unknown,German,uni___holt,1
Unknown,German,uni___digital,1
Unknown,German,uni___differenziert,1
Unknown,German,uni___deutungshoheit,1
Unknown,German,thema___staatlich,1
Unknown,German,thema___transmissionsriemen,1
Unknown,German,thema___tot,1
Unknown,German,thema___tieferliegend,1
Unknown,German,thema___thematisieren,1
Unknown,German,thema___substanziell,1
Unknown,German,thema___staatsgelingen,1
Unknown,German,thema___speziell,1
Unknown,German,thema___typisch,1
Unknown,German,thema___sonnenstich,1
Unknown,German,thema___slid,1
Unknown,German,thema___sinnvoll,1
Unknown,German,thema___sichtbarkeit,1
Unknown,German,thema___sexualisiert,1
Unknown,German,thema___selten,1
Unknown,German,thema___tuniersyst,1
Unknown,German,thema___unabdingbar,1
Unknown,German,thema___schön,1
Unknown,German,thema___vermeintl,1
Unknown,German,thema___vollkommen,1
Unknown,German,thema___voll,1
Unknown,German,thema___vlfrei,1
Unknown,German,thema___vielfältig,1
Unknown,German,thema___vertauschen,1
Unknown,German,thema___vermeintlich,1
Unknown,German,thema___verläuft,1
Unknown,German,thema___unbefristet,1
Unknown,German,thema___unzählig,1
Unknown,German,thema___unweigerlich,1
Unknown,German,thema___unqualifiziert,1
Unknown,German,thema___ungut,1
Unknown,German,thema___ungenügend,1
Unknown,German,thema___unfair,1
Unknown,German,thema___selbstverständlich,1
Unknown,German,thema___schwul,1
Unknown,German,thema___weiß,1
Unknown,German,thema___munter,1
Unknown,German,thema___oberlehrergehab,1
Unknown,German,thema___nützlich,1
Unknown,German,thema___nötig,1
Unknown,German,thema___not,1
Unknown,German,thema___naiv,1
Unknown,German,thema___nachbesserungen,1
Unknown,German,thema___momentan,1
Unknown,German,thema___passend,1
Unknown,German,thema___minütig,1
Unknown,German,thema___menstruationsnarrativ,1
Unknown,German,thema___medial,1
Unknown,German,thema___lächerlich,1
Unknown,German,thema___live,1
Unknown,German,thema___lieblingsnachbarfach,1
Unknown,German,thema___organisiert,1
Unknown,German,thema___permanent,1
Unknown,German,thema___schwierig,1
Unknown,German,thema___regulär,1
Unknown,German,thema___schwanger,1
Unknown,German,thema___schlimm,1
Unknown,German,thema___schief,1
Unknown,German,thema___sandwichmach,1
Unknown,German,thema___relevant,1
Unknown,German,thema___relativ,1
Unknown,German,thema___realistisch,1
Unknown,German,thema___postmodern,1
Unknown,German,thema___real,1
Unknown,German,thema___rassismusforsch,1
Unknown,German,thema___qualifiziert,1
Unknown,German,thema___qualifizieren,1
Unknown,German,thema___projektgebunden,1
Unknown,German,thema___privilegiert,1
Unknown,German,thema___weiterführend,1
Unknown,German,thema___wert,1
Unknown,German,uni___deutschlandweit,1
Unknown,German,uni___beendet,1
Unknown,German,uni___begrenzt,1
Unknown,German,uni___begonnen,1
Unknown,German,uni___befristungspraxis,1
Unknown,German,uni___befristungskontrollklagen,1
Unknown,German,uni___befristungsfall,1
Unknown,German,uni___befristungen,1
Unknown,German,uni___ausreichend,1
Unknown,German,uni___beratungsangebot,1
Unknown,German,uni___ausländisch,1
Unknown,German,uni___auslaufenlasss,1
Unknown,German,uni___aushilfsjob,1
Unknown,German,uni___ausgiebig,1
Unknown,German,uni___ausgewertet,1
Unknown,German,uni___ausgegründet,1
Unknown,German,uni___benötigt,1
Unknown,German,uni___berechtigt,1
Unknown,German,uni___ausbeuterisch,1
Unknown,German,uni___brotlos,1
Unknown,German,uni___crazy,1
Unknown,German,uni___cool,1
Unknown,German,uni___böse,1
Unknown,German,uni___bundesweit,1
Unknown,German,uni___bullshit,1
Unknown,German,uni___bullsh,1
Unknown,German,uni___boxhandschuh,1
Unknown,German,uni___beteiligt,1
Unknown,German,uni___blöd,1
Unknown,German,uni___blitzschnell,1
Unknown,German,uni___billig,1
Unknown,German,uni___bewusst,1
Unknown,German,uni___beworben,1
Unknown,German,uni___betonbaumeist,1
Unknown,German,uni___ausbildungsstätt,1
Unknown,German,uni___arm,1
Unknown,German,thema___wunderschön,1
Unknown,German,thema___zynisch,1
Unknown,German,uni___abschlussdokument,1
Unknown,German,uni___abnehmend,1
Unknown,German,uni___ablenkend,1
Unknown,German,uni___abhängig,1
Unknown,German,uni___abgelaufen,1
Unknown,German,thema___öffentlich,1
Unknown,German,thema___zwiespältig,1
Unknown,German,uni___abwegig,1
Unknown,German,thema___zwiegespalt,1
Unknown,German,thema___zweit,1
Unknown,German,thema___zwanziger,1
Unknown,German,thema___zugänglich,1
Unknown,German,thema___zermürbend,1
Unknown,German,thema___zahlreich,1
Unknown,German,uni___absehbar,1
Unknown,German,uni___aggressiv,1
Unknown,German,uni___arbeiterkindbedingt,1
Unknown,German,uni___angesehen,1
Unknown,German,uni___anteilig,1
Unknown,German,uni___ansteckend,1
Unknown,German,uni___anprechpartn,1
Unknown,German,uni___angewiesen,1
Unknown,German,uni___angewandt,1
Unknown,German,uni___angestellt,1
Unknown,German,uni___angeschafft,1
Unknown,German,uni___aktiv,1
Unknown,German,uni___angelaufen,1
Unknown,German,uni___angehend,1
Unknown,German,uni___angeblich,1
Unknown,German,uni___anfällig,1
Unknown,German,uni___anachronistisch,1
Unknown,German,uni___allermindest,1
